"","sample_id","size_fraction_numeric","size_fraction","object_annotation_category","PC1","Sample_ID_short","count","dryweight_C_mg_sum_taxa","dryweight_C_ug_sum_taxa","sample_conc","total","relative_abundance","dryweight_C_mg_sum_sample","dryweight_C_ug_sum_sample","log10_dryweight_C_ug_m2_taxa","dryweight_C_mg_m2_taxa","log10_dryweight_C_ug_m2_sample","dryweight_C_mg_m2_sample","biomass_prop_taxa","biomass_taxa_clr","total_check"
"1","c1_t7_h9",0.2,"0.2-0.5","Calanoida",6.573255037,"C1-T7-H9",35,0.00535546135809267,5.35546135809267,70.9086119554205,86,0.406976744186047,0.0153461011176962,15.3461011176962,1.67811685482777,0.379748331283242,2.73086144292288,1.08817072918336,0.348978630925159,1.56252525970257,0.0465116279069767
"2","c1_t7_h9",0.2,"0.2-0.5","Copepoda<Maxillopoda",6.573255037,"C1-T7-H9",35,0.00606014471860924,6.06014471860924,72.145390070922,86,0.406976744186047,0.0153461011176962,15.3461011176962,1.8017336807547,0.437211504610301,2.73086144292288,1.107150451204,0.394898005176119,1.70343012182032,0.0465116279069767
"3","c1_t7_h9",0.2,"0.2-0.5","Ostracoda",6.573255037,"C1-T7-H9",4,0.0039304950409943,3.9304950409943,61.3235815602837,86,0.0465116279069767,0.0153461011176962,15.3461011176962,1.36876538257789,0.241032033218705,2.73086144292288,0.941077883523404,0.256123363898723,1.10796150958287,0.0465116279069767
"4","c1_t7_h9",0.2,"0.2-0.5","nauplii<Cirripedia",6.573255037,"C1-T7-H9",9,0,0,67.3356973995272,86,0.104651162790698,0.0153461011176962,15.3461011176962,-Inf,0,2.73086144292288,1.03334042112374,0,-8.9821800063838,0.0465116279069767
"5","c1_t7_h9",0.2,"0.2-0.5","nauplii<Crustacea",6.573255037,"C1-T7-H9",3,0,0,72.145390070922,86,0.0348837209302326,0.0153461011176962,15.3461011176962,-Inf,0,2.73086144292288,1.107150451204,0,-8.9821800063838,0.0465116279069767
"6","c1_t7_h9",0.5,"0.5-1","Calanoida",6.573255037,"C1-T7-H9",515,0.205850360416511,205.850360416511,70.6324382014735,1221,0.421785421785422,0.719790981978812,719.790981978812,5.327149499084,14.5397128608703,6.57896086705688,50.8405920525964,0.285986300982263,5.20762987004731,0.00327600327600328
"7","c1_t7_h9",0.5,"0.5-1","Chaetognatha",6.573255037,"C1-T7-H9",1,4.28527504589919e-05,0.0428527504589919,72.145390070922,1221,0.000819000819000819,0.719790981978812,719.790981978812,-3.14998544792382,0.00309162839747585,6.57896086705688,51.9296011643934,5.95349921461691e-05,-3.24508255731251,0.00327600327600328
"8","c1_t7_h9",0.5,"0.5-1","Copepoda<Maxillopoda",6.573255037,"C1-T7-H9",307,0.114080556444683,114.080556444683,69.0433732991429,1221,0.251433251433251,0.719790981978812,719.790981978812,4.73690483432488,7.87650644478422,6.57896086705688,49.6967974661198,0.158491227732611,4.59463118917702,0.00327600327600328
"9","c1_t7_h9",0.5,"0.5-1","Eucalanidae",6.573255037,"C1-T7-H9",1,0.000418040365751308,0.418040365751308,72.145390070922,1221,0.000819000819000819,0.719790981978812,719.790981978812,-0.872177282336812,0.030159685252519,6.57896086705688,51.9296011643934,0.00058078022122763,-0.970172199744552,0.00327600327600328
"10","c1_t7_h9",0.5,"0.5-1","Harpacticoida",6.573255037,"C1-T7-H9",10,0.00265787963399288,2.65787963399288,72.145390070922,1221,0.00819000819000819,0.719790981978812,719.790981978812,0.977528674838624,0.191753762955976,6.57896086705688,51.9296011643934,0.00369257145551612,0.879254392796,0.00327600327600328
